PUMFID,LFW_400,LFW_410,LFW_420A,LFW_420B,LFW_420C,LFW_440,AFT_P010,AFT_020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_P150,BEF_160,DEM_P010,DEM_P030,DEM_P140,GRADAGEP,REG_INST,CERTLEVP,PGMCIPAP,COOP,PREVLEVP,HLOSGRDP,HLOSINTP,STULOANS,OWESLGD,OWEGVIN,SRCFUND,RESP,SCHOLAR,DBTOTGRD,DBTOTINT,DBTALGRD,DBTALINT,LFSTAT,LFCINDP,LFCOCCP,LFWFTPT1,JOBQLEVP,JOBQLGRD,JOBQLINT,JOBINCP,PERSINCP,REG_RESP,VISBMINP,CTZSHIPP,LHOMEP,LFIRSTP,FATHEDP,FATEDGRD,FATEDINT,MOTHEDP,MOTEDGRD,MOTEDINT,DDIS_FL,DTYPERP,DCLASSP,WTPF
28313,6,6,6,6,6,6,0,6,6,6,6,6,6,4,1,6,2,2,1,4,4,2,5,2,9,2,2,2,6,6,1,6,6,6,6,6,6,2,96,96,6,6,6,6,96,1,4,2,1,1,1,1,1,1,1,1,1,1,2,2,10.1693
28314,6,6,6,6,6,6,1,1,1,1,1,6,3,3,1,6,2,0,1,1,1,2,6,2,6,2,2,1,0,4,3,6,3,6,6,0,4,3,96,96,6,6,6,6,96,1,1,2,1,1,1,6,3,2,5,2,1,2,6,0,11.1045
28316,1,1,2,2,2,1,6,6,6,6,6,6,6,3,1,2,2,0,3,2,2,3,5,2,2,3,3,1,2,0,2,6,6,6,6,2,0,1,1,2,1,2,1,1,5,5,2,2,1,2,2,4,1,1,2,1,1,2,6,0,13.9653
28317,3,2,3,3,3,2,5,2,1,1,2,2,1,3,1,5,2,0,1,1,4,2,10,2,6,2,2,2,6,6,3,6,3,6,6,6,6,1,1,9,1,9,1,1,4,3,4,2,1,1,1,2,1,1,4,1,1,2,6,0,10.3037
28320,3,2,2,2,1,1,6,6,6,6,6,6,6,5,1,3,2,0,1,1,1,1,8,2,6,1,1,2,6,6,1,6,6,1,0,1,0,1,6,8,1,9,1,1,5,99,1,1,1,1,1,4,2,2,5,3,3,2,6,0,11.4527
28322,2,2,2,4,3,1,6,6,6,6,6,6,6,1,1,6,2,0,1,1,4,1,5,2,0,1,2,1,3,3,3,6,6,6,6,3,3,1,4,2,1,2,3,1,4,3,9,2,2,1,1,5,3,2,5,3,1,2,6,0,27.461
28324,2,3,2,2,2,2,1,4,1,1,1,6,2,3,9,2,2,0,1,1,3,3,10,1,3,3,3,2,6,6,2,6,1,6,6,6,6,1,6,7,1,9,1,1,4,1,3,1,9,1,1,5,1,1,5,1,1,2,6,0,27.3963
28327,3,2,2,2,2,1,6,6,6,6,6,6,6,1,1,3,2,0,1,1,4,1,1,2,6,1,1,2,6,6,2,6,6,6,6,6,6,1,2,4,2,1,2,2,99,99,9,1,2,3,3,6,3,3,6,3,3,2,6,0,10.3435
28328,1,2,4,2,5,1,6,6,6,6,6,6,6,3,1,6,1,0,1,1,4,2,10,2,6,2,2,2,6,6,2,1,6,6,6,6,6,1,3,5,1,0,1,1,8,8,4,2,1,1,1,99,9,9,6,3,3,2,6,0,11.0901
28330,1,2,2,2,1,2,3,1,1,2,1,6,3,4,9,2,2,0,1,1,4,2,6,2,6,2,2,2,6,6,2,6,4,6,6,6,6,1,4,3,1,2,2,2,6,3,4,1,9,1,1,6,3,3,5,2,2,2,6,0,10.0508
28334,3,3,1,1,3,2,3,2,1,1,2,2,3,3,1,4,2,0,1,1,4,2,6,2,6,2,2,1,0,3,3,9,3,6,6,0,3,1,5,5,1,2,2,2,6,5,4,2,1,1,1,6,3,3,5,2,1,2,6,0,11.0243
28346,1,2,1,4,1,1,6,6,6,6,6,6,6,1,1,3,1,1,3,4,2,3,5,2,0,3,3,2,6,6,2,6,6,6,6,6,6,1,3,5,1,2,1,1,10,10,2,2,1,2,2,1,1,1,1,1,1,2,6,0,10.4801
28348,2,1,2,2,2,2,2,2,1,1,1,6,2,2,2,4,1,0,1,2,4,3,5,2,6,3,3,2,6,6,1,6,6,6,6,6,6,1,3,2,1,2,1,1,5,6,4,1,3,3,3,2,1,1,2,1,1,2,6,0,10.1455
28349,3,2,2,1,3,2,3,2,1,2,1,6,1,3,1,4,1,0,3,1,2,1,9,2,6,1,2,1,0,1,3,6,6,0,2,0,2,1,5,5,2,2,3,2,1,3,3,2,1,2,2,4,2,1,4,2,1,2,6,0,15.5494
28350,1,2,2,2,2,2,3,2,1,1,2,2,1,3,1,5,2,0,3,1,3,1,2,2,6,1,1,2,6,6,3,3,1,2,0,2,0,1,6,6,1,1,2,2,5,4,3,2,1,1,1,4,2,2,4,2,2,1,2,1,22.5116
28351,1,2,1,2,1,1,6,6,6,6,6,6,6,1,1,6,2,0,1,1,4,1,5,2,6,1,1,2,6,6,3,1,6,2,1,2,1,1,1,2,1,0,1,1,4,99,9,1,1,1,5,4,2,2,4,2,2,1,1,1,11.3271
28352,1,6,6,6,6,6,1,2,1,1,1,6,1,1,9,3,1,0,3,2,2,3,4,2,3,3,3,2,6,6,3,6,1,6,6,6,6,1,4,3,1,6,6,6,96,99,2,2,9,2,2,3,1,1,6,2,2,2,6,0,44.2299
28354,1,2,2,1,2,2,5,2,1,1,1,6,1,4,9,6,1,0,1,1,4,1,8,2,6,1,1,2,6,6,3,3,6,6,6,6,6,1,1,8,1,1,2,2,10,10,3,2,1,1,5,6,3,3,6,3,3,2,6,0,44.0902
28356,3,2,2,2,2,2,5,3,1,1,2,3,1,1,1,6,1,0,1,2,3,2,9,1,1,2,2,1,2,1,3,6,6,6,6,2,1,1,6,7,1,0,1,1,7,8,3,2,1,1,1,1,1,1,4,1,1,1,1,1,56.8409
28358,1,1,1,1,2,1,6,6,6,6,6,6,6,3,1,3,2,0,1,2,3,3,8,2,2,3,3,1,4,0,3,3,4,2,0,4,0,1,1,2,1,2,1,1,10,8,3,2,1,1,1,6,2,2,4,1,1,1,1,1,10.516
28359,1,2,1,2,5,1,6,6,6,6,6,6,6,1,1,6,1,0,3,3,4,3,9,2,3,3,3,2,6,6,3,6,4,4,0,4,0,1,5,5,1,3,2,2,10,10,4,1,1,1,3,1,1,1,4,1,1,1,1,1,10.1569
28360,1,2,4,2,4,2,1,2,1,1,1,6,1,1,1,2,1,0,3,2,2,2,5,2,2,2,2,1,3,3,3,6,6,6,6,3,3,1,7,5,2,2,2,2,5,6,2,2,1,2,2,2,1,1,5,1,1,1,1,2,35.7752
28361,1,2,1,1,1,2,1,2,1,1,2,4,2,2,1,5,2,0,3,2,3,3,8,2,2,3,3,2,6,6,3,4,4,6,6,6,6,1,5,5,1,3,2,2,7,7,3,1,1,1,3,6,2,2,5,1,1,2,6,0,11.2514
28363,6,6,6,6,6,6,2,2,1,2,2,2,1,3,1,3,2,0,1,1,3,2,6,2,6,2,3,1,4,0,3,2,3,6,6,4,0,3,96,96,6,6,6,6,96,99,3,2,1,1,1,3,1,1,6,3,2,2,6,0,54.3093
28364,2,2,2,3,4,2,3,1,1,2,1,6,2,1,1,6,2,0,1,1,3,1,5,2,1,1,1,2,6,6,2,6,6,6,6,6,6,1,6,7,1,1,2,2,5,5,3,2,1,1,1,5,3,3,5,3,3,2,6,0,71.1378
28365,6,6,6,6,6,6,3,3,1,1,1,6,2,3,9,2,2,0,1,2,4,3,6,2,3,3,3,2,6,6,2,6,6,6,6,6,6,2,96,96,6,6,6,6,96,3,4,2,2,1,3,6,1,1,6,1,1,1,2,1,10.1455
28366,1,2,1,1,1,1,6,6,6,6,6,6,6,3,1,4,2,0,1,1,3,2,6,2,6,2,3,2,6,6,3,3,4,0,3,0,3,1,7,2,1,1,1,1,5,2,3,2,1,1,1,6,3,2,6,3,1,2,6,0,54.3093
28367,2,1,2,3,2,2,3,1,1,1,2,2,2,1,1,6,2,0,1,2,3,3,3,2,2,3,3,1,2,0,3,6,4,6,6,2,0,1,3,2,1,2,1,1,5,5,3,2,1,1,1,6,1,1,6,1,1,1,2,2,11.7664
28368,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,3,1,2,2,2,2,3,1,2,2,3,3,2,6,6,2,6,6,6,6,6,6,1,5,5,1,2,1,1,7,7,2,2,1,2,2,2,1,1,2,1,1,2,6,0,10.4801
28369,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,4,1,1,3,3,3,3,5,2,2,3,3,1,3,0,3,6,6,2,0,3,0,1,7,5,1,3,2,2,6,6,3,2,1,1,1,6,3,3,6,2,2,1,1,1,11.7664
28372,1,1,2,2,4,1,6,6,6,6,6,6,6,5,1,1,1,1,1,4,4,3,8,1,6,3,3,2,6,6,1,6,6,6,6,6,6,1,3,3,1,1,1,1,7,7,4,1,2,3,3,5,1,1,4,1,1,2,6,0,10.6036
28373,3,2,1,1,1,2,2,1,1,1,1,6,3,1,1,6,2,1,1,1,1,1,10,1,6,1,1,2,6,6,1,6,6,6,6,6,6,1,6,7,2,0,1,1,3,99,1,2,1,1,1,1,1,1,4,2,2,2,6,0,10.7196
28374,1,2,4,4,1,2,2,2,1,1,1,6,1,3,1,2,2,0,1,1,4,2,8,1,6,2,2,2,6,6,3,6,1,0,0,0,0,1,3,3,1,2,2,2,8,9,4,2,1,1,1,1,1,1,5,1,1,2,6,0,10.1339
28375,1,2,2,2,3,1,6,6,6,6,6,6,6,3,1,6,1,0,3,3,2,3,2,2,2,3,3,2,6,6,3,6,4,6,6,6,6,1,5,5,1,3,2,2,4,5,2,2,1,2,2,5,1,1,4,1,1,2,6,0,11.2695
28376,3,1,4,5,4,1,6,6,6,6,6,6,6,3,1,2,2,0,1,1,3,2,4,2,6,2,2,2,6,6,3,1,6,4,0,4,0,1,3,2,1,2,2,2,5,5,3,2,1,1,1,2,1,1,5,2,2,2,6,0,63.2254
28377,1,2,1,3,2,1,6,6,6,6,6,6,6,1,1,6,1,2,1,3,4,3,1,2,2,3,3,1,9,9,2,6,6,6,6,9,9,1,5,5,1,2,1,1,9,9,4,1,1,1,1,3,1,1,2,1,1,2,6,0,10.5506
28379,6,6,6,6,6,6,1,5,1,2,1,6,1,1,1,5,1,3,3,4,4,1,1,2,6,1,1,2,6,6,1,6,6,6,6,6,6,3,96,96,6,6,6,6,96,2,9,2,1,1,2,4,2,2,4,2,2,2,6,0,14.3545
28380,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,6,2,0,1,1,1,2,9,2,6,2,2,2,6,6,1,6,6,2,0,2,0,1,7,4,1,2,2,2,8,9,1,2,1,1,1,3,1,1,3,1,1,1,1,1,10.1654
28381,1,2,2,2,1,1,6,6,6,6,6,6,6,3,1,6,1,0,3,2,4,2,9,2,6,2,2,1,3,3,2,6,6,4,4,4,4,1,7,4,1,2,2,2,9,9,4,2,1,1,1,1,1,1,4,1,1,1,1,1,11.0931
28383,2,3,2,2,1,2,3,2,1,2,2,1,3,3,1,1,2,0,3,1,3,2,5,2,6,2,2,1,4,3,3,6,1,6,6,4,3,1,4,2,1,2,2,2,99,5,3,1,1,1,1,2,1,1,4,1,1,2,6,0,74.1495
28384,2,6,6,6,6,6,2,5,1,1,2,2,2,3,1,3,1,0,3,4,4,9,5,1,6,9,9,1,3,3,2,6,6,3,2,3,3,1,4,2,1,6,6,6,96,1,4,2,2,1,3,4,9,3,3,9,3,1,1,1,18.7892
28388,1,2,9,9,9,1,6,6,6,6,6,6,6,3,1,6,2,0,3,1,3,2,1,2,6,2,2,2,6,6,3,9,9,6,6,6,6,1,5,5,9,2,2,2,99,99,3,9,1,3,3,3,1,1,4,1,1,2,6,0,54.3093
28391,3,2,2,2,3,2,0,6,6,6,6,6,6,3,1,2,2,0,1,1,1,2,6,2,6,2,2,1,3,3,3,6,2,1,0,4,3,1,1,3,1,1,1,1,4,1,1,2,1,1,1,3,1,1,3,1,1,2,6,0,10.1859
28392,2,2,3,4,2,1,6,6,6,6,6,6,6,1,1,4,2,0,1,2,4,2,5,2,2,2,2,2,6,6,2,6,6,6,6,6,6,1,7,2,1,2,2,2,7,6,4,1,1,1,1,5,2,2,3,1,1,2,6,0,10.8597
28398,3,2,3,2,4,1,6,6,6,6,6,6,6,1,1,6,1,0,1,2,3,3,3,2,2,3,3,2,6,6,3,6,4,6,6,6,6,1,1,1,1,3,2,2,7,7,3,2,1,1,1,4,1,1,2,1,1,2,6,0,11.7664
28399,2,2,2,2,2,2,1,4,1,1,1,6,2,1,1,4,1,0,1,1,4,1,5,2,0,1,1,2,6,6,3,6,1,6,6,6,6,1,2,7,1,1,2,2,6,9,9,2,1,1,1,4,2,2,4,2,2,2,6,0,10.3712
28400,1,6,6,6,6,6,2,2,1,1,2,1,3,1,1,3,2,0,3,4,4,1,8,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,1,1,1,6,6,6,96,99,9,2,1,1,1,4,2,2,4,2,2,1,2,1,44.0902
28401,1,1,1,2,1,1,6,6,6,6,6,6,6,1,1,6,1,2,3,4,2,2,10,2,2,2,2,2,6,6,2,6,6,6,6,6,6,1,3,1,1,1,1,1,10,10,2,2,1,2,2,2,1,1,2,1,1,2,6,0,10.3734
28402,1,2,1,2,2,1,6,6,6,6,6,6,6,3,1,2,2,0,1,1,4,2,6,2,6,2,3,2,6,6,3,4,1,6,6,6,6,1,4,5,1,2,2,1,4,2,4,2,1,1,1,6,3,2,6,3,2,2,6,0,12.801
28404,1,2,2,2,2,2,2,1,1,2,1,6,2,3,1,4,1,0,1,1,4,2,5,1,6,2,2,2,6,6,3,6,1,4,4,4,4,1,3,1,1,2,2,2,6,6,4,1,1,1,3,1,1,1,2,1,1,2,6,0,10.1693
28405,2,1,2,2,2,1,6,6,6,6,6,6,6,3,9,3,2,0,1,2,4,3,6,9,3,3,3,2,6,6,3,6,4,6,6,6,6,1,4,3,1,3,2,2,9,7,4,1,9,3,3,5,1,1,5,1,1,2,6,0,11.6819
28406,6,6,6,6,6,6,1,2,1,1,1,6,3,3,9,1,2,0,1,2,1,3,5,2,6,3,3,2,6,6,1,6,6,4,4,4,4,2,96,96,6,6,6,6,96,1,3,1,3,3,3,2,1,1,1,1,1,2,6,0,10.7926
28408,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,1,1,1,4,3,2,5,2,1,2,2,2,6,6,1,6,6,6,6,6,6,1,7,5,1,2,2,2,10,9,3,2,1,1,1,2,1,1,2,1,1,1,1,1,54.3093
28412,1,2,1,1,1,2,1,1,1,1,1,6,1,3,1,4,1,0,3,3,2,2,7,2,6,2,3,1,2,0,3,6,6,2,0,3,0,1,1,3,1,1,1,1,9,6,2,1,2,2,3,99,9,1,99,9,1,2,6,0,37.4128
28413,1,2,2,1,1,1,6,6,6,6,6,6,6,3,1,5,2,0,1,1,4,2,9,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,7,4,1,2,2,2,10,99,4,2,1,1,1,3,1,1,3,1,1,2,6,0,11.0931
28416,1,2,4,5,2,2,1,2,1,1,1,6,1,1,1,1,1,1,1,2,4,2,5,2,1,2,2,1,4,3,3,6,6,4,3,4,3,1,7,5,1,2,2,2,7,6,4,2,1,1,1,5,1,1,6,3,3,2,6,0,14.2388
28417,2,2,2,3,2,2,1,2,2,2,6,6,2,1,1,6,1,0,1,3,4,3,8,2,2,3,3,1,4,4,3,6,6,2,0,4,4,1,4,3,1,3,2,2,10,9,3,2,1,1,1,5,1,1,5,1,1,1,2,2,10.0159
28418,2,1,2,4,3,2,3,2,1,1,2,2,3,3,2,4,2,0,3,1,3,2,8,2,6,2,3,1,4,0,3,6,3,4,3,4,3,1,4,3,1,2,1,1,6,5,4,1,2,1,3,6,3,2,5,2,1,1,1,1,48.5379
28422,1,2,1,2,4,1,6,6,6,6,6,6,6,1,1,6,2,2,1,4,3,3,9,2,3,3,3,1,0,0,2,6,6,6,6,0,0,1,7,1,1,3,2,2,99,9,3,2,1,1,1,1,1,1,3,1,1,2,6,0,11.7664
28424,3,2,2,2,2,2,4,2,1,1,1,6,2,3,1,3,2,0,1,1,4,2,4,2,9,9,2,2,6,6,2,6,6,2,0,2,0,1,5,5,1,1,9,1,6,5,4,1,1,1,1,6,3,3,4,1,1,2,6,0,16.6989
28426,2,2,1,1,1,2,1,1,1,1,1,6,2,3,1,2,1,0,1,1,4,2,5,2,6,2,2,2,6,6,3,6,2,3,3,3,3,1,6,2,1,2,2,2,10,7,4,2,1,1,1,5,2,2,5,2,2,2,6,0,10.5979
28431,6,6,6,6,6,6,3,2,1,2,1,6,1,3,1,6,1,1,3,1,2,2,1,2,1,2,2,1,3,2,3,3,6,6,6,3,2,3,96,96,6,6,6,6,96,5,2,2,1,1,1,3,1,1,2,1,1,2,6,0,33.437
28433,2,1,2,4,2,1,6,6,6,6,6,6,6,1,1,6,2,3,1,9,4,2,4,2,2,2,2,1,0,0,2,6,6,6,6,0,0,1,7,5,1,2,2,2,5,7,4,2,1,1,1,2,1,1,5,1,1,1,3,2,10.6816
28435,1,2,1,1,1,1,6,6,6,6,6,6,6,1,1,6,1,0,1,4,4,2,9,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,7,4,1,2,2,2,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,18.0577
28437,3,1,5,5,5,2,5,1,1,1,2,3,3,3,9,1,1,0,1,1,1,3,8,2,3,3,3,2,6,6,1,6,6,4,3,4,3,1,2,99,1,9,1,1,6,5,4,1,3,1,3,5,1,1,2,1,1,2,6,0,10.0684
28438,1,6,6,6,6,6,0,6,6,6,6,6,6,1,1,3,1,2,3,2,4,1,5,2,6,1,1,1,4,3,3,6,6,4,4,4,4,1,4,2,1,6,6,6,96,99,9,2,1,1,1,1,1,1,1,1,1,2,6,0,15.9668
28439,1,2,1,3,2,1,6,6,6,6,6,6,6,4,1,6,1,0,3,1,2,2,2,2,1,2,2,1,3,2,3,2,6,6,6,3,2,1,6,6,1,1,1,1,6,5,2,2,1,2,2,4,1,1,3,1,1,2,6,0,33.437
28440,2,2,1,2,2,2,5,2,1,2,1,6,3,3,1,3,1,1,1,1,4,2,2,2,1,2,2,2,6,6,1,6,6,6,6,6,6,1,4,3,1,9,1,1,4,3,4,2,1,1,1,4,1,1,6,3,3,2,6,0,16.6989
28443,3,1,1,5,1,2,3,1,1,1,1,6,1,1,1,6,2,0,3,1,4,2,4,2,6,2,3,2,6,6,3,9,3,6,6,6,6,1,1,9,1,9,1,1,4,1,4,2,2,1,1,5,2,1,5,2,1,2,6,0,10.376
28444,1,2,2,2,1,2,2,1,1,2,1,6,3,3,1,4,2,0,3,1,1,2,10,2,6,2,2,1,4,4,2,6,6,6,6,4,4,1,1,9,1,2,2,2,5,99,1,2,1,1,1,5,2,2,2,1,1,1,2,2,10.1859
28447,2,1,4,3,2,2,5,1,1,2,1,6,2,3,1,6,2,0,3,1,1,2,4,2,6,2,2,1,4,4,3,1,6,4,3,4,4,1,4,3,1,0,1,1,4,4,1,2,1,2,2,3,1,1,3,1,1,2,6,0,11.3356
28448,1,2,3,3,1,1,6,6,6,6,6,6,6,3,1,3,1,0,3,1,1,2,8,1,6,2,2,2,6,6,3,3,3,6,6,6,6,1,2,7,1,1,1,1,6,6,1,2,1,1,1,3,1,1,5,2,2,2,6,0,10.8356
28450,6,6,6,6,6,6,2,1,1,1,1,6,1,3,1,6,2,0,1,3,4,2,4,2,2,2,2,1,0,3,3,6,2,6,6,0,3,3,96,96,6,6,6,6,96,5,4,2,1,1,1,99,9,9,99,9,9,2,6,0,14.2388
28451,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,3,1,2,1,3,4,2,9,2,2,2,2,1,3,0,3,6,2,6,6,3,0,1,7,4,1,2,2,2,6,3,4,2,1,1,1,4,1,1,4,1,1,2,6,0,24.7214
28453,6,6,6,6,6,6,0,6,6,6,6,6,6,3,1,6,2,0,3,1,2,3,1,2,6,3,3,2,6,6,3,6,9,6,6,6,6,3,96,96,6,6,6,6,96,99,2,2,1,1,1,5,1,1,2,1,1,2,6,0,16.1977
28458,1,3,3,2,4,2,5,1,1,2,1,6,3,3,1,6,2,0,3,1,2,1,1,2,0,1,1,2,6,6,3,1,6,6,6,6,6,1,5,5,2,1,2,2,4,2,2,9,1,2,2,3,1,1,4,2,2,1,1,2,17.2455
28459,2,2,2,4,2,2,4,1,1,1,1,6,3,3,1,5,1,0,1,1,3,2,5,2,6,2,2,2,6,6,3,3,6,2,0,2,0,1,6,7,1,1,1,1,4,5,3,2,1,1,1,3,1,1,4,1,1,2,6,0,63.2254
28460,1,2,1,5,2,1,6,6,6,6,6,6,6,2,1,3,1,0,3,2,2,3,8,2,2,3,3,2,6,6,2,6,6,6,6,6,6,1,4,3,1,2,1,1,8,8,2,2,1,2,1,3,1,1,4,1,1,2,6,0,13.9653
28461,1,2,1,1,1,2,1,2,1,1,1,6,3,1,9,3,2,0,3,3,2,3,9,2,2,3,3,2,6,6,2,6,6,2,0,2,0,1,1,3,1,2,1,1,6,6,2,9,3,5,3,2,1,1,2,1,1,1,1,1,30.2756
28462,3,1,3,5,3,2,1,3,1,1,2,1,3,3,9,1,2,0,1,2,4,2,8,1,6,2,2,2,6,6,2,6,6,6,6,6,6,1,4,3,1,1,1,1,4,4,4,1,3,1,3,5,2,2,99,9,9,2,6,0,11.0231
28465,1,2,1,2,1,2,1,1,1,1,1,6,1,1,1,6,1,3,1,4,4,1,5,2,6,1,1,2,6,6,2,6,6,6,6,6,6,1,3,5,1,9,1,1,10,10,9,2,2,1,1,3,1,1,1,1,1,1,1,1,32.2057
28466,1,2,2,2,1,1,6,6,6,6,6,6,6,3,1,6,1,0,3,1,2,1,9,2,6,1,2,1,1,3,3,6,6,0,0,1,3,1,7,4,1,2,3,2,7,4,2,2,1,2,2,2,1,1,2,1,1,2,6,0,15.5494
28469,6,6,6,6,6,6,2,2,1,1,2,2,2,2,1,2,2,0,1,2,4,3,8,2,2,3,3,1,0,0,3,6,4,6,6,0,0,3,96,96,6,6,6,6,96,2,3,2,2,3,1,5,1,1,6,1,1,1,1,1,10.4216
28470,6,6,6,6,6,6,2,1,1,1,1,6,1,1,1,6,1,3,2,3,2,3,1,2,2,3,3,1,0,0,3,6,6,6,6,0,0,2,96,96,6,6,6,6,96,8,2,2,1,2,2,2,1,1,5,1,1,2,6,0,10.8636
28472,1,2,2,4,3,2,5,2,1,2,1,6,1,3,2,3,2,0,1,1,4,2,9,2,6,2,2,1,4,0,3,2,6,6,6,4,0,1,4,4,1,2,2,2,10,9,4,1,2,1,3,6,3,3,6,3,3,2,6,0,10.1693
28473,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,3,1,1,1,1,1,1,9,2,6,1,1,1,4,3,3,6,6,6,6,4,3,1,7,4,1,1,2,2,6,4,1,2,1,1,1,1,1,1,2,1,1,2,6,0,10.6043
28474,6,6,6,6,6,6,2,2,1,1,2,3,3,1,1,6,2,0,1,2,4,1,2,2,6,1,1,2,6,6,1,6,6,6,6,6,6,3,96,96,6,6,6,6,96,1,9,2,1,1,1,1,1,1,99,9,9,1,1,1,32.2057
28477,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,1,1,3,3,2,3,8,2,6,3,3,2,6,6,3,6,6,6,6,6,6,1,4,2,1,2,1,1,10,10,2,2,1,2,2,4,1,1,2,1,1,1,1,1,13.9653
28478,6,6,6,6,6,6,0,6,6,6,6,6,6,3,1,1,2,0,3,1,1,2,4,2,6,2,3,1,4,4,3,9,2,6,6,4,4,3,96,96,6,6,6,6,96,3,1,2,1,2,2,4,1,1,4,1,1,2,6,0,10.0873
28479,1,2,2,4,2,2,2,2,1,1,1,6,1,3,1,1,2,0,1,1,4,1,9,2,6,1,1,2,6,6,9,9,9,9,9,9,9,1,7,4,1,1,2,2,4,4,9,2,1,1,1,99,9,9,99,9,9,1,1,1,18.7256
28480,2,6,6,6,6,6,5,1,1,2,1,6,1,3,1,3,2,0,1,1,4,2,9,2,6,2,2,2,6,6,3,6,2,1,0,1,0,1,7,4,1,6,6,6,96,5,3,2,1,1,1,4,1,1,4,1,1,2,6,0,10.0555
28482,2,2,1,2,2,2,2,1,1,2,2,2,3,1,1,6,2,0,3,3,2,1,5,2,2,2,1,1,3,3,2,6,6,6,6,3,3,1,4,2,1,1,1,2,5,5,2,9,3,2,3,2,1,1,1,1,1,2,6,0,18.8757
28483,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,2,4,2,9,2,2,2,2,1,3,0,3,3,6,6,6,3,0,1,7,4,1,2,2,2,10,7,4,1,1,3,3,1,1,1,2,1,1,2,6,0,10.1339
28484,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,2,4,2,5,2,2,2,2,2,6,6,3,9,6,6,6,6,6,1,1,2,1,1,1,1,6,10,4,2,1,1,1,3,1,1,5,3,2,1,1,1,15.3974
28485,1,2,1,1,1,1,6,6,6,6,6,6,6,3,1,6,1,3,3,2,3,3,8,2,3,3,3,1,0,0,3,6,4,6,6,0,0,1,5,5,1,3,2,2,10,10,3,2,1,2,4,3,1,1,5,1,1,2,6,0,12.2701
28486,1,2,2,1,5,2,1,1,1,1,1,6,1,3,2,2,2,0,1,2,1,2,4,2,3,3,2,1,3,2,2,6,6,4,4,4,4,1,3,5,1,2,1,2,10,10,1,2,1,1,1,1,1,1,3,1,1,2,6,0,10.3268
28488,3,2,1,2,2,2,3,1,1,1,1,6,3,1,1,2,1,0,1,1,4,2,9,2,2,2,2,1,3,3,3,6,1,6,6,3,3,1,6,7,1,0,1,1,3,3,4,2,2,5,3,6,3,3,6,3,3,2,6,0,12.801
28489,1,2,1,1,2,2,1,2,1,1,1,6,1,1,1,6,2,0,1,1,4,3,9,2,2,3,3,1,4,4,3,6,4,0,0,4,4,1,7,4,1,3,2,2,9,8,4,2,1,1,1,5,1,1,2,1,1,2,6,0,9.9764
28490,2,2,2,3,2,1,6,6,6,6,6,6,6,1,2,4,2,0,1,3,4,2,9,2,2,2,2,1,0,2,3,6,6,6,6,0,2,1,7,4,1,2,2,3,10,5,4,2,1,1,1,2,1,1,3,1,1,1,2,2,17.8547
28491,6,6,6,6,6,6,5,2,1,1,2,1,3,3,1,2,2,0,3,1,2,1,3,2,6,1,2,1,1,0,3,6,1,6,6,1,0,3,96,96,6,6,6,6,96,1,2,2,1,2,2,2,1,1,2,1,1,1,2,3,70.9085
28493,1,2,2,2,2,1,6,6,6,6,6,6,6,3,9,1,2,0,1,1,4,1,9,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,7,4,1,1,2,2,5,99,9,1,9,5,3,4,2,2,4,2,2,2,6,0,31.7412
28494,3,2,3,3,3,1,6,6,6,6,6,6,6,3,1,3,1,0,1,1,3,2,4,2,6,2,2,1,3,0,3,9,6,6,6,3,0,1,3,2,1,2,2,2,5,1,3,1,1,1,3,4,1,1,3,1,1,1,3,2,63.2254
28496,2,6,6,6,6,6,5,2,1,1,1,6,1,1,1,6,1,2,1,3,1,1,5,2,2,2,1,1,3,0,3,6,1,1,0,3,0,1,1,8,1,6,6,6,96,5,1,2,1,1,1,6,3,3,4,1,1,2,6,0,10.7196
28497,3,2,1,2,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,1,3,1,5,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,1,4,1,0,1,1,99,99,3,2,1,1,1,3,1,1,5,3,3,2,6,0,51.9627
28498,1,2,4,5,2,1,6,6,6,6,6,6,6,3,1,5,1,0,1,1,4,2,5,2,6,2,3,2,6,6,3,4,3,2,0,2,0,1,4,2,1,2,2,1,6,5,4,2,1,1,1,5,2,1,1,1,1,2,6,0,10.8597
