"ID","edu_level","program","edu_region","cur_region","cur_status","job_sector","job_type","student","annual_salary","job_satisfy","employment_rate","total_population","percentage"
59113,"Master/PhD","Business","Quebec","Quebec","Employed","Science","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
59114,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Science","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
59116,"Master/PhD","MCS","Quebec","Quebec","No Labour Force",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
59117,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Neutral",87.5531268973892,4973,30.8154666005701
59118,"Bachelor","Education","Ontario","Ontario","Employed","Education","Part-time","Student",NA,"Satisfied",87.0460394623963,331,2.05105961085636
59124,"Bachelor","MCS","Ontario","Ontario","Employed","Health","Full-time","Not Student","40000","Dissatisfied",87.0460394623963,2648,16.4084768868509
59125,"College/CEGEP","Arts","Quebec","Quebec","Employed","Other","Full-time","Not Student",NA,"Valid skip",90.1944209636517,2853,17.6787706035444
59126,"College/CEGEP","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student","80000","Satisfied",90.1944209636517,2853,17.6787706035444
59127,"Bachelor","Health","Western","Western","Employed","Trade","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59129,"College/CEGEP","Arts","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
59130,"Master/PhD","Lifescience","Western","Western","Employed","Health","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59131,"College/CEGEP","NA","Quebec","Quebec","Employed","Science","Full-time","Not Student","40000","Satisfied",90.1944209636517,2853,17.6787706035444
59133,"College/CEGEP","Business","Quebec","Quebec","Employed","Health","Full-time","Student",NA,"Valid skip",90.1944209636517,2853,17.6787706035444
59135,"College/CEGEP","Architecture","Ontario","Ontario","Employed","Science","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
59137,"College/CEGEP","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Very satisfied",84.7740236946029,1722,10.6704672202256
59138,"Bachelor","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
59139,"Bachelor","Arts","Western","Western","Employed","Finance","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59144,"Bachelor","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
59145,"Bachelor","Other","Western","Western","Employed","Other","Part-time","Not Student","15000","Very satisfied",87.5531268973892,661,4.09592266699715
59146,"Bachelor","Business","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","40000","Very satisfied",84.7740236946029,1722,10.6704672202256
59147,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","40000","Very satisfied",87.5531268973892,4973,30.8154666005701
59148,"College/CEGEP","Business","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Very satisfied",90.1944209636517,2853,17.6787706035444
59149,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
59150,"College/CEGEP","NA","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59151,"Bachelor","Business","Ontario","Ontario","Employed","Health","Full-time","Not Student","80000","Neutral",87.0460394623963,2648,16.4084768868509
59152,"Master/PhD","Arts","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","80000","Neutral",84.7740236946029,1722,10.6704672202256
59153,"Master/PhD","Business","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Very satisfied",87.0460394623963,2648,16.4084768868509
59154,"Master/PhD","Lifescience","Quebec",NA,"Employed","Finance","Full-time","Student","80000","Satisfied",81.7777777777778,138,0.855124550749783
59155,"Bachelor","MCS","Atlantic","Atlantic","Employed","Trade","Full-time","Not Student","40000","Satisfied",84.7740236946029,1722,10.6704672202256
59156,"Bachelor","Architecture","Western","Western","Employed","Education","Part-time","Not Student","15000","Very satisfied",87.5531268973892,661,4.09592266699715
59159,"College/CEGEP","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Very satisfied",84.7740236946029,1722,10.6704672202256
59160,"College/CEGEP","Lifescience","Atlantic","Atlantic","Unemployed",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
59162,"Bachelor","Arts","Atlantic","Atlantic","Employed","Finance","Full-time","Not Student","80000","Very satisfied",84.7740236946029,1722,10.6704672202256
59163,"Master/PhD","Business","Atlantic","Atlantic","Employed","Health","Full-time","Not Student",NA,"Valid skip",84.7740236946029,1722,10.6704672202256
59164,"Bachelor","Education","Western","Western","Employed","Education","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
59165,"Bachelor","Education","Atlantic","Atlantic","Employed","Education","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
59168,"Master/PhD","Business","Ontario","Ontario","Employed","Science","Full-time","Not Student","90000","Satisfied",87.0460394623963,2648,16.4084768868509
59169,"Bachelor","Lifescience","Atlantic","Atlantic","Employed","Finance","Full-time","Not Student","60000","Neutral",84.7740236946029,1722,10.6704672202256
59170,"Bachelor","Lifescience","Quebec","Quebec","Employed","Finance","Full-time","Not Student","80000","Very satisfied",90.1944209636517,2853,17.6787706035444
59173,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","60000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59175,"College/CEGEP","Arts","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
59176,"Bachelor","Health","Western","Western","Employed","Goods Producing","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
59177,"College/CEGEP","Other","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59178,"Bachelor","Business","Western","Western","Employed","Science","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
59179,"Master/PhD","Health","Quebec","Ontario","Employed","Science","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
59180,"College/CEGEP","Health","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","40000","Very satisfied",84.7740236946029,1722,10.6704672202256
59182,"College/CEGEP","Business","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Very satisfied",84.7740236946029,1722,10.6704672202256
59186,"Master/PhD","Other","Western","Ontario","Employed","Education","Full-time","Not Student","90000","Neutral",87.0460394623963,2648,16.4084768868509
59188,"College/CEGEP","Other","Ontario","Ontario","Employed","Health","Part-time","Not Student","15000","Very satisfied",87.0460394623963,331,2.05105961085636
59190,"College/CEGEP","Health","Western","Western","Employed","Other","Full-time","Not Student","40000","Very satisfied",87.5531268973892,4973,30.8154666005701
59191,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Finance","Full-time","Not Student","80000","Very satisfied",90.1944209636517,2853,17.6787706035444
59192,"Bachelor","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59194,"Master/PhD","Other","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
59196,"Master/PhD","Business","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59198,"Bachelor","Health","Atlantic","Western","Employed","Goods Producing","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59201,"Master/PhD","MCS","Western","Western","Employed","Finance","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59202,"Master/PhD","Health","Ontario","Ontario","Employed","Science","Full-time","Not Student","90000","Satisfied",87.0460394623963,2648,16.4084768868509
59203,"Master/PhD","Lifescience","Western","Western","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59205,"Bachelor","Business","Western","Western","Employed","Health","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59206,"Bachelor","Health","Western","Western","Employed","Goods Producing","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59207,"Master/PhD","Business","Ontario","Western","Employed","Finance","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59210,"Master/PhD","NA","Quebec","Quebec","Employed","Goods Producing","Full-time","Not Student","80000","Satisfied",90.1944209636517,2853,17.6787706035444
59211,"Bachelor","Lifescience","Western","Western","Employed","Science","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59213,"Bachelor","MCS","Western","Western","Employed","Goods Producing","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
59214,"Master/PhD","MCS","Quebec","Quebec","Employed","Health","Full-time","Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
59215,"Bachelor","MCS","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","40000","Satisfied",84.7740236946029,1722,10.6704672202256
59216,"College/CEGEP","NA","Quebec","Quebec","Employed","Finance","Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
59217,"College/CEGEP","Lifescience","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Satisfied",90.1944209636517,2853,17.6787706035444
59219,"College/CEGEP","NA","Ontario","Ontario","Employed","Other","Full-time","Not Student","40000","Very satisfied",87.0460394623963,2648,16.4084768868509
59220,"Bachelor","Business","Ontario","Ontario","Employed","Trade","Full-time","Not Student","60000","Dissatisfied",87.0460394623963,2648,16.4084768868509
59222,"Bachelor","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","80000","Satisfied",84.7740236946029,1722,10.6704672202256
59223,"Bachelor","Business","Atlantic","Atlantic","Employed","Education","Full-time","Not Student","40000","Very satisfied",84.7740236946029,1722,10.6704672202256
59225,"Bachelor","Business","Western","Western","Employed","Finance",NA,"Not Student",NA,NA,87.5531268973892,954,5.91151319866154
59226,"College/CEGEP","Health","Atlantic","Atlantic","Unemployed",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
59227,"Bachelor","Lifescience","Western","Western","Employed","Health","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
59228,"College/CEGEP","Health","Quebec","Quebec","Employed","Goods Producing","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
59229,"Bachelor","Lifescience","Western","Western","Employed","Science","Full-time","Not Student",NA,"Valid skip",87.5531268973892,4973,30.8154666005701
59230,"College/CEGEP","Lifescience","Western","Western","Employed","Other","Full-time","Not Student","40000","Very satisfied",87.5531268973892,4973,30.8154666005701
59234,"College/CEGEP","Health","Western","Western","Employed","Finance","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59236,"College/CEGEP","Other","Western","Western","Employed","Health","Full-time","Student","80000","Neutral",87.5531268973892,4973,30.8154666005701
59237,"College/CEGEP","Lifescience","Western","Western","Employed","Trade","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59239,"Bachelor","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","60000","Neutral",87.5531268973892,4973,30.8154666005701
59240,"Bachelor","Business","Quebec","Quebec","Employed","Finance","Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
59241,"Bachelor","Lifescience","Atlantic","Western","Employed","Science","Full-time","Not Student",NA,"Satisfied",87.5531268973892,4973,30.8154666005701
59242,"Master/PhD","Lifescience","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59245,"Bachelor","Arts","Quebec","Quebec","Employed","Other","Full-time","Not Student","15000","Satisfied",90.1944209636517,2853,17.6787706035444
59246,"College/CEGEP","Health","Western","Ontario","Employed","Trade","Full-time","Not Student",NA,"Satisfied",87.0460394623963,2648,16.4084768868509
59249,"Bachelor","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
59250,"Bachelor","Other","Western","Western","Employed","Health","Part-time","Student","15000","Satisfied",87.5531268973892,661,4.09592266699715
59252,"Bachelor","Education","Western","Western","Employed","Education","Full-time","Not Student","60000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59253,"Bachelor","Business","Western","Western","Employed","Goods Producing","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
59254,"Master/PhD","Lifescience","Western","Western","Employed","Education","Full-time","Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59255,"Master/PhD","Education","Atlantic","Atlantic","Employed","Education","Full-time","Not Student","80000","Very satisfied",84.7740236946029,1722,10.6704672202256
59256,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Other","Full-time","Not Student","40000","Satisfied",90.1944209636517,2853,17.6787706035444
59257,"College/CEGEP","Arts","Western","Western","Employed","Trade","Part-time","Not Student","15000","Neutral",87.5531268973892,661,4.09592266699715
59259,"Bachelor","Lifescience","Western","Western","Employed","Trade","Full-time","Not Student","40000","Neutral",87.5531268973892,4973,30.8154666005701
59260,"Bachelor","Business","Western","Western","Employed","Science","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
59261,"Bachelor","Business","Western","Western","Employed","Goods Producing","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59262,"Master/PhD","Lifescience","Western","Western","Employed","Health","Full-time","Not Student",NA,"Very satisfied",87.5531268973892,4973,30.8154666005701
59263,"Bachelor","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","80000","Dissatisfied",84.7740236946029,1722,10.6704672202256
59266,"Bachelor","MCS","Ontario","Ontario","Employed","Education","Full-time","Not Student","60000","Neutral",87.0460394623963,2648,16.4084768868509
59267,"Master/PhD","Other","Ontario","Ontario","Employed","Education","Full-time","Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
59268,"Bachelor","Arts","Western","Western","Employed","Finance","Part-time","Student","15000","Satisfied",87.5531268973892,661,4.09592266699715
59269,"Bachelor","Lifescience","Quebec","Quebec","Employed","Science","Full-time","Not Student","40000","Very satisfied",90.1944209636517,2853,17.6787706035444
59271,"College/CEGEP","Business","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Very satisfied",90.1944209636517,2853,17.6787706035444
59273,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Health","Full-time","Not Student","90000","Satisfied",90.1944209636517,2853,17.6787706035444
59276,"Master/PhD","Arts","Western","Western","Employed","Education","Part-time","Student","15000","Satisfied",87.5531268973892,661,4.09592266699715
59278,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59279,"College/CEGEP","Education","Quebec","Quebec",NA,"Health",NA,"Not Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
59281,"Master/PhD","NA","Western","Western","Employed","Science",NA,"Not Student",NA,NA,87.5531268973892,954,5.91151319866154
59282,"Bachelor","MCS","Western","Western","Employed","Finance","Full-time","Not Student","80000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59284,"Master/PhD","Lifescience","Atlantic","Ontario","Employed","Other","Full-time","Not Student","90000","Satisfied",87.0460394623963,2648,16.4084768868509
59288,"Bachelor","Education","Western","Western","Employed","Education","Part-time","Not Student",NA,"Satisfied",87.5531268973892,661,4.09592266699715
59289,"Bachelor","Business","Atlantic","Atlantic","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
59290,"Master/PhD","NA","Quebec","Quebec","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
59292,"Master/PhD","Other","Western","Western","Employed","Health","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
59294,"College/CEGEP","Lifescience","Western","Western","Employed","Other","Full-time","Not Student",NA,"Valid skip",87.5531268973892,4973,30.8154666005701
59295,"Bachelor","NA","Western","Western","Employed","Goods Producing","Full-time","Not Student","80000","Neutral",87.5531268973892,4973,30.8154666005701
59296,"Bachelor","MCS","Quebec","Quebec","Unemployed",NA,NA,"Not Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
59298,"Bachelor","Architecture","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Neutral",87.0460394623963,2648,16.4084768868509
59299,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59300,"College/CEGEP","Arts","Ontario","Ontario","Employed","Science","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
59302,"Master/PhD","Business","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
59303,"Bachelor","Lifescience","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
59304,"College/CEGEP","Health","Western","Western","Employed","Education","Part-time","Not Student","40000","Satisfied",87.5531268973892,661,4.09592266699715
59305,"College/CEGEP","Business","Ontario","Ontario","Employed","Other","Full-time","Not Student","40000","Very dissatisfied",87.0460394623963,2648,16.4084768868509
59309,"Bachelor","Education","Western","Western","Employed","Health","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59310,"College/CEGEP","Lifescience","Western","Western","Employed","Other","Part-time","Not Student","15000","Satisfied",87.5531268973892,661,4.09592266699715
59312,"Master/PhD","Lifescience","Western","Western","Employed",NA,NA,"Not Student",NA,NA,87.5531268973892,954,5.91151319866154
59315,"Bachelor","NA","Western","Western","Employed","Finance","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59317,"Master/PhD","Arts","Ontario","Western","Employed","Education","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59318,"Master/PhD","Health","Western","Western","Employed","Science","Full-time","Not Student","90000","Neutral",87.5531268973892,4973,30.8154666005701
59319,"College/CEGEP","NA","Western","Western","Employed","Other","Full-time","Student","15000","Very dissatisfied",87.5531268973892,4973,30.8154666005701
59320,"Master/PhD","Education","Quebec","Quebec","Employed","Education","Full-time","Not Student","90000","Neutral",90.1944209636517,2853,17.6787706035444
59321,"Master/PhD","MCS","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","80000","Satisfied",84.7740236946029,1722,10.6704672202256
59323,"College/CEGEP","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student",NA,"Valid skip",90.1944209636517,2853,17.6787706035444
59325,"Bachelor","MCS","Atlantic","Atlantic","No Labour Force",NA,NA,"Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
59326,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
59327,"College/CEGEP","Lifescience","Western","Western","Employed","Education","Full-time","Not Student","40000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59328,"Master/PhD","Health","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
59329,"Master/PhD","Other","Ontario","Ontario","Employed","Trade","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
59330,"Bachelor","Other","Western","Western","Employed","Science","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59331,"Master/PhD","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
59332,"College/CEGEP","Lifescience","Western","Western","Employed","Trade","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59334,"College/CEGEP","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Neutral",90.1944209636517,2853,17.6787706035444
59335,"Bachelor","Business","Ontario","Ontario","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.0460394623963,518,3.20981534266948
59336,"Bachelor","Other","Western","Western","Employed","Other","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59337,"Master/PhD","Business","Quebec","Quebec","Employed","Finance","Full-time","Not Student","40000","Satisfied",90.1944209636517,2853,17.6787706035444
59338,"College/CEGEP","Business","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
59340,"College/CEGEP","Education","Ontario","Ontario","Employed","Education","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
59341,"Bachelor","Arts","Western","Western","Employed","Other","Full-time","Not Student","40000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59342,"College/CEGEP","Other","Western","Western","Employed","Health","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59344,"Bachelor","Lifescience","Quebec","Quebec","Employed","Science","Full-time","Not Student","80000","Satisfied",90.1944209636517,2853,17.6787706035444
59345,"Master/PhD","Lifescience","Western","Western","Employed","Education","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59346,"Master/PhD","Health","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","40000","Satisfied",84.7740236946029,1722,10.6704672202256
59347,"College/CEGEP","Architecture","Quebec","Quebec","Unemployed",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
59348,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Science","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
59349,"Master/PhD","Other","Western","Western","Employed","Health","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59350,"Bachelor","Arts","Atlantic","Atlantic","Employed","Education","Part-time","Not Student","40000","Satisfied",84.7740236946029,176,1.09059362994175
59351,"College/CEGEP","Lifescience","Western","Western","Employed","Other","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59352,"Bachelor","Education","Western","Western","Employed","Education","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59353,"Bachelor","Business","Western","Western","Employed","Education","Part-time","Not Student","15000","Neutral",87.5531268973892,661,4.09592266699715
59355,"College/CEGEP","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59356,"Master/PhD","Business","Western","Western","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59357,"Bachelor","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Very satisfied",84.7740236946029,1722,10.6704672202256
59359,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Trade","Full-time","Not Student",NA,"Satisfied",90.1944209636517,2853,17.6787706035444
59360,"Bachelor","Health","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59361,"Master/PhD","Other","Quebec","Quebec","Employed","Other","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
59363,"College/CEGEP","NA","Western","Western","Employed","Finance","Full-time","Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59364,"Master/PhD","MCS","Ontario","Ontario","Employed","Health","Part-time","Not Student",NA,"Neutral",87.0460394623963,331,2.05105961085636
59366,"College/CEGEP","Arts","Western","Western","Employed","Goods Producing","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59367,"Bachelor","Business","Ontario","Ontario","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.0460394623963,518,3.20981534266948
59368,"Bachelor","MCS","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59369,"Bachelor","Lifescience","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","90000","Very satisfied",87.0460394623963,2648,16.4084768868509
59371,"Bachelor","Health","Western","Western","Employed","Other","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
59373,"Master/PhD","Arts","Ontario",NA,"Employed","Finance","Part-time","Not Student","15000","Satisfied",81.7777777777778,41,0.254058743338704
59375,"Bachelor","Business","Western","Western","Employed","Education","Full-time","Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59376,"Bachelor","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59377,"Bachelor","Lifescience","Western","Western","Employed","Other","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
59378,"College/CEGEP","Lifescience","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","15000","Satisfied",84.7740236946029,1722,10.6704672202256
59379,"College/CEGEP","Lifescience","Atlantic","Atlantic","Employed",NA,"Full-time","Not Student",NA,"Very satisfied",84.7740236946029,1722,10.6704672202256
59382,"Master/PhD","Health","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59384,"Master/PhD","MCS","Quebec","Western","Employed","Science","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59388,"Master/PhD","Health","Western","Western","Employed","Goods Producing","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59391,"College/CEGEP","Architecture","Western","Western","Employed","Goods Producing","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
59395,"Master/PhD","Education","Western","Western","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
59397,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Health","Full-time","Not Student","80000","Neutral",87.0460394623963,2648,16.4084768868509
59400,"Bachelor","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
59401,"Bachelor","Health","Western","Western","Employed","Science","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
59402,"College/CEGEP","Education","Western","Western","Employed","Education","Full-time","Not Student","60000","Neutral",87.5531268973892,4973,30.8154666005701
59403,"Master/PhD","Other","Quebec","Quebec","Employed",NA,"Full-time",NA,"90000","Dissatisfied",90.1944209636517,2853,17.6787706035444
59404,"Master/PhD","Architecture","Atlantic","Atlantic","Employed","Science","Full-time","Student",NA,"Very satisfied",84.7740236946029,1722,10.6704672202256
59406,"College/CEGEP","Arts","Ontario","Ontario","Employed","Science","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
59407,"College/CEGEP","Business","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Satisfied",90.1944209636517,2853,17.6787706035444
59408,"Master/PhD","Arts","Quebec","Quebec","Employed","Education","Full-time","Student","80000","Satisfied",90.1944209636517,2853,17.6787706035444
59414,"College/CEGEP","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Very satisfied",84.7740236946029,1722,10.6704672202256
59415,"College/CEGEP","Health","Western","Western","Employed","Trade","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
59417,"Bachelor","Business","Western","Western","Employed","Science","Full-time","Not Student","90000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59418,"Master/PhD","Business","Western","Western","Employed","Education","Full-time","Not Student","80000","Dissatisfied",87.5531268973892,4973,30.8154666005701
59419,"College/CEGEP","Arts","Quebec","Quebec","Employed","Trade","Part-time","Student","15000","Neutral",90.1944209636517,316,1.95811129012269
59421,"College/CEGEP","Lifescience","Quebec","Quebec","Employed","Trade","Part-time","Not Student","15000","Satisfied",90.1944209636517,316,1.95811129012269
59422,"Master/PhD","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
