"ID","edu_level","program","edu_region","cur_region","cur_status","job_sector","job_type","student","annual_salary","job_satisfy","employment_rate","total_population","percentage"
75925,"College/CEGEP","Education","Quebec","Quebec","Employed","Health","Full-time","Not Student","60000","Neutral",90.1944209636517,2853,17.6787706035444
75928,"College/CEGEP","Lifescience","Western","Western","Employed","Trade","Full-time","Not Student","15000","Neutral",87.5531268973892,4973,30.8154666005701
75929,"Bachelor","Architecture","Quebec","Quebec","Employed","Other","Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
75930,"Bachelor","MCS","Ontario","Ontario","Employed","Education","Part-time","Student","15000","Very satisfied",87.0460394623963,331,2.05105961085636
75931,"Bachelor","Business","Ontario","Ontario","Employed","Other","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
75933,"Bachelor","Business","Western","Western","Unemployed",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
75934,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Finance","Full-time","Not Student","90000","Neutral",87.0460394623963,2648,16.4084768868509
75936,"Bachelor","Business","Atlantic","Atlantic","Employed","Education","Full-time","Not Student",NA,"Satisfied",84.7740236946029,1722,10.6704672202256
75939,"College/CEGEP","NA","Atlantic","Atlantic","Employed","Goods Producing","Full-time","Not Student","15000","Very satisfied",84.7740236946029,1722,10.6704672202256
75941,"College/CEGEP","Health","Ontario","Ontario","Employed","Trade","Full-time","Not Student","40000","Very satisfied",87.0460394623963,2648,16.4084768868509
75942,"Bachelor","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student","80000","Neutral",90.1944209636517,2853,17.6787706035444
75943,"College/CEGEP","Lifescience","Ontario","Ontario","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.0460394623963,518,3.20981534266948
75944,"Bachelor","Business","Western","Western","Employed","Health","Part-time","Student","15000","Very satisfied",87.5531268973892,661,4.09592266699715
75945,"Master/PhD","Health","Quebec","Quebec","Employed","Goods Producing","Full-time","Not Student","90000","Neutral",90.1944209636517,2853,17.6787706035444
75946,"Bachelor","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","90000","Neutral",84.7740236946029,1722,10.6704672202256
75948,"Master/PhD","Business","Atlantic","Western","Employed","Other","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
75949,"Bachelor","Lifescience","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
75950,"College/CEGEP","Education","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Very satisfied",90.1944209636517,2853,17.6787706035444
75951,"Bachelor","Architecture","Quebec","Quebec","Employed","Finance","Full-time","Not Student","80000","Very satisfied",90.1944209636517,2853,17.6787706035444
75955,"Master/PhD","NA","Western",NA,"Employed","Trade","Part-time","Student","15000","Satisfied",81.7777777777778,41,0.254058743338704
75959,"Master/PhD","Other","Ontario","Ontario","Employed","Education","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
75960,"Master/PhD","Architecture","Quebec","Quebec","Employed","Education","Part-time","Not Student","40000","Satisfied",90.1944209636517,316,1.95811129012269
75961,"Bachelor","Lifescience","Quebec","Quebec","Employed","Education","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
75964,"Bachelor","Health","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
75966,"College/CEGEP","Other","Western","Western","Employed","Health","Part-time","Not Student","40000","Satisfied",87.5531268973892,661,4.09592266699715
75967,"Bachelor","Health","Atlantic","Atlantic","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
75969,"Master/PhD","Business","Quebec","Quebec","Employed","Health","Full-time","Not Student","80000","Satisfied",90.1944209636517,2853,17.6787706035444
75970,"Bachelor","MCS","Atlantic","Atlantic","Employed","Other","Full-time","Not Student","40000","Neutral",84.7740236946029,1722,10.6704672202256
75971,"Bachelor","Arts","Western","Western","Employed","Trade","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
75972,"Master/PhD","Other","Quebec","Quebec","Employed","Health","Full-time","Student",NA,"Valid skip",90.1944209636517,2853,17.6787706035444
75973,"Bachelor","Other","Western","Western","Employed","Other","Full-time","Not Student","60000","Neutral",87.5531268973892,4973,30.8154666005701
75976,"Bachelor","Lifescience","Ontario","Ontario","Employed","Health","Full-time","Not Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
75979,"Master/PhD","Business","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
75980,"Bachelor","Education","Quebec","Quebec","Employed","Education","Full-time","Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
75982,"Master/PhD","Education","Quebec","Quebec","Employed","Education","Part-time","Student","40000","Very satisfied",90.1944209636517,316,1.95811129012269
75986,"College/CEGEP","NA","Western","Western","Employed","Trade","Part-time","Student","15000","Very dissatisfied",87.5531268973892,661,4.09592266699715
75990,"Bachelor","Lifescience","Western","Ontario","Employed","Finance","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
75991,"Bachelor","Lifescience","Ontario","Ontario","Employed","Trade","Full-time","Not Student",NA,"Valid skip",87.0460394623963,2648,16.4084768868509
75992,"College/CEGEP","Other","Western","Western","Employed","Health","Part-time","Not Student","40000","Satisfied",87.5531268973892,661,4.09592266699715
75993,"Bachelor","Lifescience","Western","Ontario","Employed","Science","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
75994,"Bachelor","MCS","Quebec","Quebec","No Labour Force",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
75995,"Master/PhD","NA","Ontario","Ontario","Employed","Finance","Full-time","Not Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
75996,"Master/PhD","Lifescience","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
75997,"Bachelor","Architecture","Western","Western","Employed","Education","Full-time","Not Student","60000","Neutral",87.5531268973892,4973,30.8154666005701
75998,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
76001,"Master/PhD","Business","Ontario","Atlantic","Employed","Health","Full-time","Not Student",NA,NA,84.7740236946029,1722,10.6704672202256
76002,"Bachelor","Other","Atlantic",NA,"Employed","Health","Full-time","Not Student","80000","Satisfied",81.7777777777778,138,0.855124550749783
76004,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Health","Full-time","Not Student","90000","Satisfied",90.1944209636517,2853,17.6787706035444
76006,"College/CEGEP","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student","80000","Neutral",90.1944209636517,2853,17.6787706035444
76007,"Bachelor","Health","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
76008,"College/CEGEP","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student","40000","Neutral",90.1944209636517,2853,17.6787706035444
76010,"Bachelor","Other","Ontario","Ontario","Employed","Health","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
76012,"College/CEGEP","Architecture","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","40000","Satisfied",84.7740236946029,1722,10.6704672202256
76013,"Bachelor","Arts","Western","Western","Employed","Trade","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
76015,"Master/PhD","Education","Quebec","Quebec","Employed","Education","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
76016,"College/CEGEP","Education","Quebec","Quebec","Employed","Health","Part-time","Student","40000","Very satisfied",90.1944209636517,316,1.95811129012269
76017,"College/CEGEP","MCS","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
76018,"College/CEGEP","Architecture","Western","Western","Employed","Trade","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
76021,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
76022,"Bachelor","MCS","Ontario","Ontario","Employed","Science","Full-time","Not Student","80000","Very satisfied",87.0460394623963,2648,16.4084768868509
76023,"Bachelor","Lifescience","Ontario","Ontario","Employed","Finance",NA,"Not Student",NA,NA,87.0460394623963,518,3.20981534266948
76024,"Master/PhD","Business","Ontario","Ontario","Employed","Trade","Full-time","Not Student","90000","Very satisfied",87.0460394623963,2648,16.4084768868509
76025,"Master/PhD","Business","Quebec","Quebec","Employed","Science","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
76027,"College/CEGEP","Other","Quebec","Quebec","Employed","Goods Producing","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
76028,"Bachelor","Lifescience","Quebec","Quebec","Employed","Science","Full-time","Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
76030,"Bachelor","Lifescience","Western","Western","Employed",NA,"Full-time","Not Student",NA,"Satisfied",87.5531268973892,4973,30.8154666005701
76032,"College/CEGEP","Lifescience","Ontario","Ontario","Employed","Other","Part-time","Student","15000","Satisfied",87.0460394623963,331,2.05105961085636
76033,"College/CEGEP","Arts","Ontario","Ontario","Employed","Other","Full-time","Not Student","15000","Neutral",87.0460394623963,2648,16.4084768868509
76036,"Master/PhD","Health","Quebec","Western","Employed","Goods Producing","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
76037,"College/CEGEP","Health","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
76039,"Bachelor","MCS","Western","Western","Employed","Science","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
76040,"Master/PhD","Other","Ontario","Ontario",NA,NA,NA,"Not Student",NA,NA,87.0460394623963,518,3.20981534266948
76041,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Science","Full-time","Not Student","80000","Very satisfied",90.1944209636517,2853,17.6787706035444
76042,"Bachelor","Education","Quebec","Quebec","Employed","Education","Full-time","Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
76046,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
76048,"Master/PhD","Other","Western","Western","Employed","Health","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
76049,"College/CEGEP","Education","Atlantic","Atlantic","Employed","Health","Part-time","Not Student","15000","Very satisfied",84.7740236946029,176,1.09059362994175
76050,"College/CEGEP","Other","Western","Western","Employed","Health","Full-time","Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
76051,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Finance","Full-time","Student",NA,"Very satisfied",90.1944209636517,2853,17.6787706035444
76055,"Master/PhD","Health","Western","Western","Employed","Education","Part-time","Student","15000","Satisfied",87.5531268973892,661,4.09592266699715
76057,"Master/PhD","Education","Ontario","Ontario","Employed","Education","Part-time","Not Student","40000","Satisfied",87.0460394623963,331,2.05105961085636
76059,"Bachelor","Lifescience","Western","Western","Employed","Science","Part-time","Not Student",NA,"Valid skip",87.5531268973892,661,4.09592266699715
76062,"Master/PhD","NA","Atlantic",NA,"Employed","Science","Full-time","Not Student","60000","Very satisfied",81.7777777777778,138,0.855124550749783
76063,"Bachelor","Architecture","Quebec","Quebec","Employed","Other","Full-time","Not Student","80000","Very satisfied",90.1944209636517,2853,17.6787706035444
76068,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Finance","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
76071,"College/CEGEP","Education","Quebec","Quebec","Employed","Education","Part-time","Not Student","40000","Satisfied",90.1944209636517,316,1.95811129012269
76073,"Bachelor","Health","Ontario","Ontario","Employed","Finance","Full-time","Student","90000","Satisfied",87.0460394623963,2648,16.4084768868509
76074,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Health","Full-time","Not Student","90000","Satisfied",90.1944209636517,2853,17.6787706035444
76075,"Bachelor","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","40000","Neutral",87.5531268973892,4973,30.8154666005701
76076,"College/CEGEP","Health","Atlantic","Atlantic","Employed","Goods Producing","Full-time","Not Student","90000","Very satisfied",84.7740236946029,1722,10.6704672202256
76077,"College/CEGEP","Lifescience","Western","Ontario","Employed","Finance","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
76080,"Bachelor","Business","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76083,"Bachelor","Architecture","Quebec","Quebec","Employed","Finance","Full-time","Not Student","80000","Neutral",90.1944209636517,2853,17.6787706035444
76086,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
76087,"Master/PhD","Health","Ontario","Ontario","Employed","Goods Producing","Full-time","Not Student","60000","Neutral",87.0460394623963,2648,16.4084768868509
76088,"Bachelor","Lifescience","Quebec","Quebec","Employed","Goods Producing","Part-time","Student","15000","Very satisfied",90.1944209636517,316,1.95811129012269
76094,"Bachelor","MCS","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76095,"Master/PhD","MCS","Western","Western","Employed","Science","Full-time","Not Student","80000","Neutral",87.5531268973892,4973,30.8154666005701
76096,"Bachelor","Other","Ontario","Ontario","Employed","Other","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
76098,"Bachelor","Business","Quebec","Quebec","No Labour Force",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
76099,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Science","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
76100,"Bachelor","Arts","Quebec","Quebec","No Labour Force",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
76102,"Bachelor","Health","Western","Western","Employed","Goods Producing","Full-time","Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
76106,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
76107,"College/CEGEP","Other","Ontario","Ontario","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.0460394623963,518,3.20981534266948
76108,"College/CEGEP","Arts","Quebec","Quebec","Employed","Education","Part-time","Not Student","40000","Very satisfied",90.1944209636517,316,1.95811129012269
76113,"College/CEGEP","NA","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
76117,"Master/PhD","NA","Ontario","Ontario","Employed","Health","Full-time","Not Student","80000","Very satisfied",87.0460394623963,2648,16.4084768868509
76118,"Bachelor","Other","Western","Western","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76123,"Bachelor","Arts","Atlantic","Atlantic","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
76125,"Bachelor","Lifescience","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
76127,"Master/PhD","Other","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","80000","Satisfied",84.7740236946029,1722,10.6704672202256
76129,"Bachelor","Arts","Western","Western","Employed","Trade","Full-time","Not Student","40000","Very satisfied",87.5531268973892,4973,30.8154666005701
76131,"Bachelor","Other","Quebec","Quebec","Employed","Health","Full-time","Not Student",NA,"Valid skip",90.1944209636517,2853,17.6787706035444
76132,"College/CEGEP","Business","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76133,"Bachelor","Business","Western","Western","Employed","Finance","Full-time","Not Student","40000","Very satisfied",87.5531268973892,4973,30.8154666005701
76135,"College/CEGEP","Health","Western","Western","Employed","Other","Part-time","Student","15000","Neutral",87.5531268973892,661,4.09592266699715
76137,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Other","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
76138,"Master/PhD","Education","Western","Western","Employed","Finance","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
76140,"Bachelor","Other","Western","Western","Employed","Health",NA,"Not Student",NA,"Neutral",87.5531268973892,954,5.91151319866154
76143,"Bachelor","Business","Western","Western","Employed","Finance","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
76144,"Bachelor","Architecture","Western","Ontario","Employed","Science","Full-time","Not Student","90000","Very satisfied",87.0460394623963,2648,16.4084768868509
76145,"College/CEGEP","Architecture","Western","Western","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76146,"Bachelor","Health","Quebec","Quebec","Employed","Goods Producing","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
76148,"Bachelor","Arts","Quebec","Quebec","No Labour Force",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
76149,"College/CEGEP","Arts","Western","Western","Employed","Trade","Full-time","Not Student","60000","Dissatisfied",87.5531268973892,4973,30.8154666005701
76151,"Master/PhD","Business","Quebec","Quebec","Employed","Finance","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
76152,"College/CEGEP","Business","Ontario","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76153,"Bachelor","Business","Western","Western","Employed","Science","Part-time","Not Student","15000","Satisfied",87.5531268973892,661,4.09592266699715
76155,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
76156,"Bachelor","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
76159,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Health","Part-time","Not Student","60000","Very satisfied",87.0460394623963,331,2.05105961085636
76160,"Bachelor","Health","Quebec","Quebec","Employed","Science","Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
76162,"College/CEGEP","Business","Quebec","Quebec","Employed","Health","Full-time","Not Student",NA,"Valid skip",90.1944209636517,2853,17.6787706035444
76164,"Master/PhD","Lifescience","Ontario","Ontario","Employed","Other","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
76166,"Bachelor","Architecture","Western","Western","Employed","Trade","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
76168,"College/CEGEP","Arts","Quebec","Quebec","Employed","Goods Producing","Part-time","Student","15000","Dissatisfied",90.1944209636517,316,1.95811129012269
76169,"Bachelor","Lifescience","Ontario","Ontario","Employed","Trade","Full-time","Not Student","60000","Very satisfied",87.0460394623963,2648,16.4084768868509
76171,"College/CEGEP","Arts","Quebec","Quebec","Employed","Other","Full-time","Not Student","40000","Neutral",90.1944209636517,2853,17.6787706035444
76172,"College/CEGEP","Business","Atlantic","Atlantic","Unemployed",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
76173,"College/CEGEP","Business","Western","Western","Employed","Health","Full-time","Not Student",NA,"Satisfied",87.5531268973892,4973,30.8154666005701
76174,"College/CEGEP","Business","Atlantic","Atlantic","Employed","Finance","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
76178,"Bachelor","Architecture","Western","Western","Employed","Science","Full-time","Not Student","90000","Very satisfied",87.5531268973892,4973,30.8154666005701
76179,"College/CEGEP","Health","Ontario","Western","Employed","Education","Full-time","Not Student","40000","Satisfied",87.5531268973892,4973,30.8154666005701
76180,"Bachelor","Arts","Ontario","Ontario","Employed",NA,NA,"Not Student",NA,"Valid skip",87.0460394623963,518,3.20981534266948
76181,"College/CEGEP","Health","Atlantic","Atlantic","Employed","Trade","Full-time","Not Student","40000","Neutral",84.7740236946029,1722,10.6704672202256
76183,"Master/PhD","Education","Ontario","Ontario","Employed","Education","Full-time","Not Student","90000","Dissatisfied",87.0460394623963,2648,16.4084768868509
76185,"Bachelor","Education","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76186,"Bachelor","Health","Western","Western","Employed","Goods Producing","Part-time","Not Student","80000","Very satisfied",87.5531268973892,661,4.09592266699715
76187,"College/CEGEP","Lifescience","Atlantic","Atlantic","Employed","Science","Full-time","Not Student","40000","Neutral",84.7740236946029,1722,10.6704672202256
76193,"College/CEGEP","NA","Ontario","Ontario","Employed","Goods Producing","Full-time","Student","40000","Dissatisfied",87.0460394623963,2648,16.4084768868509
76194,"College/CEGEP","Business","Ontario","Ontario","Employed","Health","Part-time","Not Student","15000","Neutral",87.0460394623963,331,2.05105961085636
76197,"Bachelor","Business","Ontario","Ontario","Employed","Education","Part-time","Student","15000","Very satisfied",87.0460394623963,331,2.05105961085636
76201,"Bachelor","Business","Ontario","Ontario","Employed","Finance","Full-time","Not Student","60000","Dissatisfied",87.0460394623963,2648,16.4084768868509
76202,"Master/PhD","Lifescience","Quebec","Quebec","Employed","Science","Full-time","Not Student","80000","Satisfied",90.1944209636517,2853,17.6787706035444
76203,"Master/PhD","MCS","Western","Ontario","Employed","Science","Full-time","Not Student","80000","Satisfied",87.0460394623963,2648,16.4084768868509
76205,"College/CEGEP","Lifescience","Western","Western","Employed","Finance","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
76207,"Bachelor","Business","Ontario","Ontario","Employed","Education","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
76209,"Bachelor","Architecture","Western","Western","Employed","Trade","Full-time","Not Student","60000","Neutral",87.5531268973892,4973,30.8154666005701
76210,"Bachelor","Business","Atlantic","Atlantic","Unemployed",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
76212,"Bachelor","Arts","Quebec","Quebec","No Labour Force",NA,NA,"Student",NA,"Valid skip",90.1944209636517,380,2.35469079191969
76213,"Master/PhD","Other","Western","Western","Employed","Health","Full-time","Not Student","80000","Satisfied",87.5531268973892,4973,30.8154666005701
76214,"Bachelor","Lifescience","Western","Western","Employed","Health","Full-time","Not Student",NA,NA,87.5531268973892,4973,30.8154666005701
76216,"Master/PhD","Lifescience","Atlantic","Atlantic","Employed","Finance","Full-time","Not Student","60000","Neutral",84.7740236946029,1722,10.6704672202256
76218,"College/CEGEP","Other","Atlantic","Atlantic","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
76222,"Bachelor","Other","Atlantic","Atlantic","Employed","Finance","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
76223,"Bachelor","Architecture","Western","Western","Employed","Science","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
76224,"College/CEGEP","Health","Western","Western","Employed","Science","Full-time","Not Student","60000","Very satisfied",87.5531268973892,4973,30.8154666005701
76225,"Master/PhD","Business","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Very satisfied",87.0460394623963,2648,16.4084768868509
76228,"Master/PhD","Health","Ontario","Ontario","Employed","Science","Full-time","Not Student","90000","Neutral",87.0460394623963,2648,16.4084768868509
76229,"College/CEGEP","Business","Ontario","Ontario","Employed","Science","Full-time","Not Student","60000","Satisfied",87.0460394623963,2648,16.4084768868509
76236,"College/CEGEP","Health","Western","Western","Employed","Other","Full-time","Not Student","15000","Very satisfied",87.5531268973892,4973,30.8154666005701
76237,"College/CEGEP","Other","Western","Western","Employed","Health","Full-time","Not Student","90000","Satisfied",87.5531268973892,4973,30.8154666005701
76239,"Bachelor","Business","Atlantic","Atlantic","Employed","Finance","Full-time","Not Student","60000","Very satisfied",84.7740236946029,1722,10.6704672202256
76240,"Bachelor","Arts","Western","Western","Employed","Health","Full-time","Not Student","15000","Satisfied",87.5531268973892,4973,30.8154666005701
76242,"Master/PhD","Health","Ontario","Western","Employed","Science","Full-time","Not Student","80000","Neutral",87.5531268973892,4973,30.8154666005701
76243,"College/CEGEP","NA","Western","Western","Employed",NA,NA,"Not Student",NA,NA,87.5531268973892,954,5.91151319866154
76244,"Bachelor","Other","Ontario","Ontario","Employed","Trade","Full-time","Not Student","40000","Satisfied",87.0460394623963,2648,16.4084768868509
76245,"Bachelor","Other","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76246,"Master/PhD","Business","Atlantic","Atlantic","Employed","Health","Full-time","Not Student","60000","Satisfied",84.7740236946029,1722,10.6704672202256
76249,"Bachelor","Arts","Western","Western","Employed","Education","Full-time","Not Student",NA,"Valid skip",87.5531268973892,4973,30.8154666005701
76251,"Bachelor","Lifescience","Western","Western","Unemployed",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76255,"College/CEGEP","Lifescience","Quebec","Quebec","Employed","Finance","Full-time","Not Student",NA,"Very satisfied",90.1944209636517,2853,17.6787706035444
76256,"Bachelor","Education","Quebec","Quebec","Employed","Education","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
76257,"Master/PhD","Architecture","Quebec","Quebec","Employed","Finance","Full-time","Not Student","80000","Very satisfied",90.1944209636517,2853,17.6787706035444
76258,"College/CEGEP","Health","Western","Western","No Labour Force",NA,NA,"Not Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76260,"Master/PhD","Health","Quebec","Quebec","Employed","Science","Full-time","Not Student","90000","Very satisfied",90.1944209636517,2853,17.6787706035444
76263,"Bachelor","MCS","Western","Western","Employed","Education","Part-time","Not Student","40000",NA,87.5531268973892,661,4.09592266699715
76264,"College/CEGEP","NA","Western","Western","No Labour Force",NA,NA,"Student",NA,"Valid skip",87.5531268973892,954,5.91151319866154
76265,"College/CEGEP","Health","Western","Western","Employed","Science","Full-time","Not Student",NA,"Valid skip",87.5531268973892,4973,30.8154666005701
76266,"Bachelor","Business","Western","Western","Employed","Science","Full-time","Not Student","60000","Satisfied",87.5531268973892,4973,30.8154666005701
76267,"Bachelor","MCS","Atlantic","Atlantic","No Labour Force",NA,NA,"Student",NA,"Valid skip",84.7740236946029,381,2.36088734663527
76268,"Bachelor","NA","Western","Western","Employed","Finance","Full-time","Not Student","80000","Very satisfied",87.5531268973892,4973,30.8154666005701
76270,"Bachelor","Business","Ontario","Ontario","Employed","Finance","Full-time","Not Student","80000","Very satisfied",87.0460394623963,2648,16.4084768868509
76271,"Bachelor","NA","Quebec","Quebec","Employed","Goods Producing","Full-time","Not Student","60000","Dissatisfied",90.1944209636517,2853,17.6787706035444
76274,"Bachelor","Health","Quebec","Quebec","Employed",NA,"Full-time","Not Student","60000","Satisfied",90.1944209636517,2853,17.6787706035444
76278,"College/CEGEP","Lifescience","Atlantic","Atlantic","Employed","Goods Producing","Full-time","Not Student","40000","Very satisfied",84.7740236946029,1722,10.6704672202256
76279,"Master/PhD","NA","Quebec","Quebec","Employed","Other","Full-time","Not Student","60000","Very satisfied",90.1944209636517,2853,17.6787706035444
76280,"Master/PhD","Arts","Ontario","Ontario","Employed","Education","Full-time","Not Student","80000","Very satisfied",87.0460394623963,2648,16.4084768868509
76282,"Bachelor","Other","Western","Western","Employed","Health","Part-time","Student","40000","Satisfied",87.5531268973892,661,4.09592266699715
76284,"Bachelor","Lifescience","Western","Ontario","Employed","Other","Full-time","Not Student","40000","Very satisfied",87.0460394623963,2648,16.4084768868509
